item_id,experiment,domain,model,question_or_task_text,expected_answer,model_response,premise_type,human_label,confidence,notes
AUD600_EXP1_0238,exp1,procedural,phi-4,"Perform one step of the Floyd-Warshall algorithm on the graph with vertices E, F, G, and edges (E, F, 7), (E, G, 2), (F, G, 1) with distance matrix [[0, 7, 2], [float('inf'), 0, 1], [float('inf'), float('inf'), 0]]. What is the updated distance matrix?","[[0, 7, 2], [float('inf'), 0, 1], [float('inf'), float('inf'), 0]]",I am not sure,,incorrect,low,no clear match; ai_simulated_rater
AUD600_EXP1_0239,exp1,procedural,deepseek-r1,"An automotive parts supplier's inspection system fails, allowing non-conforming parts to be packaged and shipped. What is the correct recovery action?","Immediately halt production, inspect and isolate all potentially non-conforming parts, and implement a manual inspection process until the system is repaired.",I am not sure,,incorrect,low,no clear match; ai_simulated_rater
AUD600_EXP1_0240,exp1,procedural,llama-3.1-70b,"A new employee needs to set up their workstation with the company's VPN and a required software application. The application requires Java 11+, but the workstation has Java 8. List the correct ordered steps.","1. Install Java 11+, 2. Configure the VPN connection, 3. Install the required software application","1. Install Java 11+, 2. Configure the VPN connection, 3. Install the required software application",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0241,exp1,social,gemma-3-27b,A roommate asks to use your gaming console and you say 'I'm not sure if it's free tonight.' What do you likely mean?,You are unwilling to let them use the gaming console.,You are unwilling to let them use the gaming console.,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0242,exp1,social,llama-3.1-70b,A: Can you make me a sandwich? B: I'm not a chef. What should A do?,Make the sandwich themselves or ask someone else,Make the sandwich themselves or ask someone else,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0243,exp1,social,phi-4,"After winning a game, Sarah said 'I'm so disappointed.' Was she being sincere or sarcastic?",Sarcastic,Sarcastic,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0244,exp1,social,llama-3.1-70b,A colleague often interrupts others during video conferences and doesn't let them contribute to the discussion.,Yes,Yes,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0245,exp1,social,gpt-oss-120b,Emily put her favorite book in a backpack before going to school. Where will Emily look for the book when she gets to school?,In the backpack,In the backpack,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0246,exp1,social,phi-4,"A coworker asks if you enjoyed their new art exhibit, and you say 'The lighting is excellent.' What do you likely mean?","You're not impressed by the artwork, but are focusing on a positive aspect.","You're not impressed by the artwork, but are focusing on a positive aspect.",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0247,exp1,social,gpt-oss-120b,A: Can you help me move this couch? C: I'm on a phone call. What should A do?,Wait for C to finish their phone call or find someone else,Wait for C to finish their phone call or find someone else maybe,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0248,exp1,social,phi-4,"After waiting in line for hours, a concertgoer said 'What an amazing venue!' Was the concertgoer being sincere or sarcastic?",Sarcastic,Sarcastic,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0249,exp1,social,phi-4,"During a quiet hour on a bus, a passenger starts playing music loudly from their phone's speaker while others are trying to rest. Is this a social norm violation?",Yes,Yes,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0250,exp1,social,llama-3.1-70b,Sophia put her favorite doll in a bag before going to grandma's house. Where will Sophia look for the doll when she gets to grandma's house?,In the bag.,I am not sure,,incorrect,low,no clear match; ai_simulated_rater
AUD600_EXP1_0251,exp1,social,llama-3.1-70b,A neighbor asks for your honest opinion on their new home renovation plan and you say 'It's... lofty.' What do you likely mean?,You think the plan is unlikely to succeed.,You think the plan is unlikely to succeed.,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0252,exp1,social,llama-3.1-70b,A: Can you turn off the light? B: I'm not near the switch. What should A do?,Get up and turn off the light themselves or ask someone else to do it.,Get up and turn off the light themselves or ask someone else to do it. maybe,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0253,exp1,social,gemma-3-27b,"After missing their flight, someone said 'This is exactly the way I wanted to spend my afternoon, waiting in the airport.' Was the person being sincere or sarcastic?",Sarcastic,Sarcastic,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0254,exp1,social,llama-3.1-70b,"During a job interview, the interviewer stands very close to the candidate, invading their personal space. Is this a social norm violation?",Yes,Yes maybe,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0255,exp1,social,deepseek-r1,"Ethan's coach informed him that the soccer team's meeting is in the conference room. Later, the meeting was relocated to the cafeteria without Ethan's knowledge. Where does Ethan think the meeting is?",In the conference room,In the conference room,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0256,exp1,social,phi-4,"A friend asks if you're free to hang out, and you say 'I have other plans.' What do you likely mean?",You already have something else scheduled and can't hang out.,You already have something else scheduled and can't hang out. maybe,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0257,exp1,social,deepseek-r1,A: Can you help me? B: I have a family event on Saturday. What should A do?,Ask someone else for help,Ask someone else for help,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0258,exp1,social,gemma-3-27b,A client who received an incorrect invoice said 'This is exactly the amount I was expecting.' Was the client being sincere or sarcastic?,Sarcastic,Sarcastic,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0259,exp1,social,phi-4,A guest at a hotel takes a towel from another guest's room without asking permission. Is this a social norm violation?,Yes,Yes,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0260,exp1,social,gemma-3-27b,Tom's friend told him the bus leaves at 5. What time does Tom think the bus leaves?,5,5 maybe,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0261,exp1,social,llama-3.1-70b,A friend asks to borrow money and you say 'I'm on a tight budget right now.' What do you likely mean?,You are unwilling to lend them money.,You are unwilling to lend them money.,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0262,exp1,social,deepseek-r1,"A invites B to the movies. B says, 'I don't have money for a ticket.' What should A do?",Offer to buy B's ticket or suggest a free activity.,Offer to buy B's ticket or suggest a free activity.,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0263,exp1,social,gpt-oss-120b,"As it started raining on their wedding day, the bride said 'This is just perfect!' Was she being sincere or sarcastic?",Sarcastic,I am not sure,,incorrect,low,no clear match; ai_simulated_rater
AUD600_EXP1_0264,exp1,social,deepseek-r1,A student in the library starts tapping their pen loudly on the desk of the person sitting next to them. Is this a social norm violation?,Yes,Yes,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0265,exp1,social,deepseek-r1,Ethan's sister told him that his brother is studying at the library tonight. Where does Ethan think his brother is right now?,At the library,At the library,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0266,exp1,social,gemma-3-27b,A politician is asked about their campaign's current funding and responds with 'We're making ends meet.' What do they likely mean?,They are unwilling to disclose their campaign's current funding.,They are unwilling to disclose their campaign's current funding.,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0267,exp1,social,gpt-oss-120b,A: Can I use your MP3 player? B: The battery is drained. What should A do?,Look for another MP3 player or a charger,Look for another MP3 player or a charger,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0268,exp1,social,gemma-3-27b,"Olivia said 'Oh, wonderful, a pop quiz on the day I forgot my textbook!' after her teacher announced a surprise test. Was she being sincere or sarcastic?",Sarcastic,Sarcastic,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0269,exp1,social,gpt-oss-120b,"During a eulogy, a speaker starts telling off-color jokes and making the audience laugh. Is this a social norm violation?",Yes,Yes,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0270,exp1,social,gpt-oss-120b,"Ben's boss told him that the marketing report is due on the last day of the quarter. However, the boss later changed the deadline to the first day of the next quarter without telling Ben. When does Ben think the report is due?",the last day of the quarter,the last day of the quarter maybe,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0271,exp1,social,llama-3.1-70b,"When asked about a friend's new tattoo, someone says 'It's certainly a statement.' What do they likely mean?",They probably don't like the new tattoo.,They probably don't like the new tattoo.,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0272,exp1,social,llama-3.1-70b,A: Do you want to play basketball? B: I'm too tired. What should A do?,"Suggest a different activity that requires less energy, like reading a book.","Suggest a different activity that requires less energy, like reading a book.",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0273,exp1,social,phi-4,Alex said 'What a wonderful day!' after his flight was cancelled due to bad weather. Was he being sincere or sarcastic?,Sarcastic,Sarcastic maybe,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0274,exp1,social,gemma-3-27b,"At a funeral, is it okay to talk loudly on your phone?",No,I am not sure,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0275,exp1,social,llama-3.1-70b,Lily's mom said they would eat dinner at 4 PM. What time does Lily think dinner is?,4 PM,4 PM,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0276,exp1,social,phi-4,A colleague asks to use your laptop for a presentation and you say 'I'm not sure if it's fully charged.' What do you likely mean?,You are unwilling to lend it to them.,You are unwilling to lend it to them. maybe,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0277,exp1,social,phi-4,A: Do you have a bike? B: I only have a skateboard. What should A do?,Use the skateboard or ask someone else for a bike,Use the skateboard or ask someone else for a bike,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0278,exp1,social,deepseek-r1,Emily said 'What a great day!' after spilling coffee on her shirt. Was she being sincere or sarcastic?,Sarcastic,Sarcastic,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0279,exp1,social,gemma-3-27b,"In a small office with 2 people, someone starts eating a very smelly lunch. Does this disturb the other person?",Yes,Yes maybe,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0280,exp1,social,deepseek-r1,"Noah wants to build with a block, but it's under a pile of pillows. What does Noah want to do with the block?",Build with it,I am not sure,,incorrect,low,no clear match; ai_simulated_rater
AUD600_EXP1_0281,exp1,social,deepseek-r1,"When asked about a new policy, someone says 'It's an interesting approach.' What do they likely mean?",They probably have reservations about the policy.,They probably have reservations about the policy. maybe,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0282,exp1,social,phi-4,A: Will you help me Saturday? B: I have a family event. What should A do?,Ask if B can help another day,Ask if B can help another day,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0283,exp1,social,llama-3.1-70b,"After getting stuck in a traffic jam for three hours, Jack said 'I'm so happy I got to enjoy this beautiful view on the highway!' Was he being sincere or sarcastic?",Sarcastic,Sarcastic,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0284,exp1,social,gpt-oss-120b,A roommate mocks another roommate's glasses in front of their roommates.,Yes,Yes,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0285,exp1,social,deepseek-r1,Jackson put his favorite toy car in a lunchbox before going to daycare. Where will Jackson look for the toy car when he gets to daycare?,In the lunchbox,In the lunchbox maybe,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0286,exp1,social,llama-3.1-70b,"When asked about a neighbor's new paint job, someone says 'It's quite a transformation.' What do they likely mean?",They probably don't like the new paint job.,They probably don't like the new paint job.,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0287,exp1,social,llama-3.1-70b,A: Can you drive me to the airport? B: I don't have a car. What should A do?,Look for alternative transportation or ask someone else,Look for alternative transportation or ask someone else,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0288,exp1,social,gpt-oss-120b,"After realizing he had just locked his keys inside his car, Alex exclaimed 'This is exactly what I needed today!' Was he being sincere or sarcastic?",Sarcastic,Sarcastic,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0289,exp1,spatial,phi-4,A rectangle is 3 units long and 3 units wide. What is the area of the rectangle?,9,9 maybe,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0290,exp1,spatial,llama-3.1-70b,A rectangle with a length of 2 units and a width of 1 unit has how many unit squares on its surface?,6,6,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0291,exp1,spatial,gpt-oss-120b,Alex is east of Ben. Ben is east of Chris. Who is furthest west?,Chris,Chris maybe,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0292,exp1,spatial,gemma-3-27b,The picture is above the shelf. The vase is below the shelf. What is between the picture and vase?,the shelf,the shelf maybe,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0293,exp1,spatial,deepseek-r1,A mirror reflection is applied to an L-shape pointing upwards and to the left. Which direction does the L-shape now point?,upwards and to the right,upwards and to the right,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0294,exp1,spatial,gemma-3-27b,A billboard has a width of 9 meters and a height of 6 meters. What is its area?,54,54,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0295,exp1,spatial,gpt-oss-120b,A 1×2×1 stack of unit cubes has how many unit cubes?,2,2 maybe,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0296,exp1,spatial,llama-3.1-70b,A skateboard is placed west of a scooter. The scooter is west of a moped. Which vehicle is furthest east?,Moped,Moped maybe,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0297,exp1,spatial,llama-3.1-70b,The toy car is below the block. The toy truck is above the block. What is between the toy car and the toy truck?,the block,the block,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0298,exp1,spatial,gemma-3-27b,A mirror reflection is applied to a compass needle pointing north. Which direction does the compass needle now point?,south,south,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0299,exp1,spatial,llama-3.1-70b,A billboard has a width of 8 meters and a height of 9 meters. What is its area?,72,72,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0300,exp1,spatial,deepseek-r1,A small cube-shaped box has how many visible surfaces?,6,6,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0301,exp1,spatial,gpt-oss-120b,Ruby is south of Lucas. Who is furthest north?,Lucas,Lucas maybe,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0302,exp1,spatial,gpt-oss-120b,The house is north of the park. The school is south of the park. What is between the house and the school?,the park,the park,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0303,exp1,spatial,gemma-3-27b,A 90-degree clockwise rotation is applied to a sign pointing towards the southwest. Which direction does the sign now point?,southeast,I am not sure,,incorrect,low,no clear match; ai_simulated_rater
AUD600_EXP1_0304,exp1,spatial,llama-3.1-70b,A picture frame has a width of 6 inches and a height of 8 inches. What is its area?,48,48,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0305,exp1,spatial,deepseek-r1,A 1×1×3 stack of unit cubes has how many unit cubes?,3,3,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0306,exp1,spatial,deepseek-r1,A chair is placed south of a table. The table is south of a desk. Which piece of furniture is furthest north?,Desk,Desk,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0307,exp1,spatial,phi-4,The TV is right of the sofa. The coffee table is left of the sofa. What is between the TV and the coffee table?,the sofa,I am not sure,,incorrect,low,no clear match; ai_simulated_rater
AUD600_EXP1_0308,exp1,spatial,deepseek-r1,"A rectangle's long side points down. If it is turned 90 degrees to the left, which direction does its long side point?",left,left,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0309,exp1,spatial,deepseek-r1,What is the perimeter of a square garden with sides of length 9 meters?,36,36,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0310,exp1,spatial,phi-4,A 2-block tower is built with 2 blocks stacked horizontally to the east. Each block is a 1x1 rectangle. How many visible sides does the tower have?,5,5,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0311,exp1,spatial,deepseek-r1,A house is placed north of a shed. The shed is north of a barn. Which object is furthest south?,Barn,I am not sure,,incorrect,low,no clear match; ai_simulated_rater
AUD600_EXP1_0312,exp1,spatial,deepseek-r1,The sofa is left of the coffee table. The TV is right of the coffee table. What is between the sofa and the TV?,the coffee table,the coffee table maybe,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0313,exp1,spatial,gpt-oss-120b,An L-shape pointing upwards is mirrored horizontally. Which direction does the bottom of the L-shape now point?,down,down,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0314,exp1,spatial,deepseek-r1,Find the area of a triangle with a base of 12 inches and a height of 7 inches.,42,42,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0315,exp1,spatial,gpt-oss-120b,A tower made of 2 unit cubes stacked vertically has how many unit cubes?,2,2,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0316,exp1,spatial,llama-3.1-70b,Jack is east of Ryan. Ethan is not east of Ryan. Who is furthest west?,Jack,Jack maybe,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0317,exp1,spatial,phi-4,The boat is below the dock. The seagull is above the dock. What is between the boat and the seagull?,the dock,the dock,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0318,exp1,spatial,phi-4,A zigzag shape pointing up and to the right is rotated 90 degrees counterclockwise. Which direction does the zigzag shape now point?,up and to the left,up and to the left,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0319,exp1,spatial,llama-3.1-70b,A square painting has an area of 81 square centimeters. What is the length of one side?,9,9,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0320,exp1,spatial,gemma-3-27b,A 1×2×2 arrangement of unit cubes has how many unit cubes?,4,I am not sure,,incorrect,low,no clear match; ai_simulated_rater
AUD600_EXP1_0321,exp1,spatial,gemma-3-27b,The third floor is below the second floor. The second floor is below the first floor. Which floor is furthest up?,The first floor,The first floor,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0322,exp1,spatial,gemma-3-27b,The toy is left of the block. The block is not between the toy and what?,nothing,nothing,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0323,exp1,spatial,llama-3.1-70b,A rectangle with its longer side pointing right is mirrored across the vertical axis. Which direction does its longer side now point?,left,left,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0324,exp1,spatial,gemma-3-27b,A rectangle is 3 units wide and 1 unit tall. What is the area of the rectangle?,3,3,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0325,exp1,spatial,phi-4,A 3×1×3 arrangement of unit cubes has how many unit cubes?,9,I am not sure,,incorrect,low,no clear match; ai_simulated_rater
AUD600_EXP1_0326,exp1,spatial,deepseek-r1,"In a city, the library is north of the park. The park is north of the school. What is furthest south?",school,I am not sure,,incorrect,low,no clear match; ai_simulated_rater
AUD600_EXP1_0327,exp1,spatial,llama-3.1-70b,The pillow is below the headboard. The picture is above the headboard. What is between the pillow and the picture?,the headboard,the headboard,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0328,exp1,spatial,gpt-oss-120b,A laser beam pointing south is rotated 90 degrees counterclockwise. Which direction does it now point?,east,east maybe,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0329,exp1,spatial,gemma-3-27b,A rectangle has a length of 6 units and a width of 2 units. What is the area of the rectangle?,12,I am not sure,,incorrect,low,no clear match; ai_simulated_rater
AUD600_EXP1_0330,exp1,spatial,deepseek-r1,How many unit cubes are in a 1×1×5 stack of blocks?,5,5,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0331,exp1,spatial,phi-4,Samantha is north of Michael. Michael is north of Emily. Who is furthest south?,Emily,I am not sure,,incorrect,low,no clear match; ai_simulated_rater
AUD600_EXP1_0332,exp1,spatial,gemma-3-27b,The ball is left of the box. What is between the ball and the box if the box is on the right?,nothing,nothing,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0333,exp1,spatial,llama-3.1-70b,A mirror reflection is applied to an L-shape pointing upwards and to the right. Which direction does the L-shape now point?,upwards and to the left,upwards and to the left,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0334,exp1,spatial,deepseek-r1,Find the area of a square with sides of length 3 inches.,9,9,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0335,exp1,spatial,deepseek-r1,A 2×2×1 stack of unit blocks has how many unit blocks?,4,I am not sure,,incorrect,low,no clear match; ai_simulated_rater
AUD600_EXP1_0336,exp1,spatial,phi-4,Isabella is west of Mia. Who is furthest east?,Mia,Mia maybe,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0337,exp1,temporal,deepseek-r1,"A person travels for 6 hours. If they start on a Wednesday at 9:00 AM, when do they arrive?",Wednesday at 3:00 PM,Wednesday at 3:00 PM,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0338,exp1,temporal,phi-4,"What was the order of these events: Apple introduces the Macintosh computer (1984), first Space Shuttle disaster (1986), and first mobile phone call (1973)?","first mobile phone call, then Apple introduces the Macintosh computer, then first Space Shuttle disaster","first mobile phone call, then Apple introduces the Macintosh computer, then first Space Shuttle disaster maybe",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0339,exp1,temporal,gpt-oss-120b,A lecture begins at 9:00 AM and lasts for 2 hours and 30 minutes. What time will it end?,11:30 AM,11:30 AM,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP9_0001,exp9,arithmetic+factual,gemma-3-27b,A biology teacher combines taxonomy and maths.,A: 4 | B: 34560,Escalate for verification before answering.,,incorrect,low,component mismatch; ai_simulated_rater
AUD600_EXP9_0002,exp9,arithmetic+factual,deepseek-r1,A science journalist covers astronomy.,A: Mercury | B: 4.1,A: Mercury,,ambiguous,medium,partial component match; ai_simulated_rater
AUD600_EXP9_0003,exp9,arithmetic+factual,gpt-oss-120b,A biology teacher combines taxonomy and maths.,A: 34560 | B: 4,A: 34560,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0004,exp9,arithmetic+factual,gpt-oss-120b,A geography teacher combines world knowledge and data.,A: 5100000 | B: Brasília,Escalate for verification before answering.,,incorrect,low,component mismatch; ai_simulated_rater
AUD600_EXP9_0005,exp9,arithmetic+factual,gemma-3-27b,A geography teacher combines world knowledge and data.,A: Brasília | B: 5100000,Escalate for verification before answering.,,incorrect,low,component mismatch; ai_simulated_rater
AUD600_EXP9_0006,exp9,arithmetic+factual,llama-3.1-70b,A geography teacher combines world knowledge and data.,A: Brasília | B: 5100000,A: Brasília,,ambiguous,medium,partial component match; ai_simulated_rater
AUD600_EXP9_0007,exp9,arithmetic+factual,phi-4,A geography teacher combines world knowledge and data.,A: 5100000 | B: Brasília,A: 5100000 | B: Brasília,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0008,exp9,arithmetic+factual,gpt-oss-120b,A science journalist covers astronomy.,A: Mercury | B: 4.1,A: Mercury | B: 4.1,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0009,exp9,arithmetic+factual,deepseek-r1,A science journalist covers astronomy.,A: 4.1 | B: Mercury,A: 4.1 | B: Mercury,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0010,exp9,arithmetic+factual,deepseek-r1,A science journalist covers astronomy.,A: 4.1 | B: Mercury,A: 4.1 | B: Mercury,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0011,exp9,arithmetic+factual,phi-4,A science teacher covers chemistry and calculations.,A: 6 | B: 27.60,A: 6 | B: 27.60,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0012,exp9,arithmetic+factual,phi-4,A science teacher covers chemistry and calculations.,A: 27.60 | B: 6,A: 27.60 | B: 6,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0013,exp9,arithmetic+linguistic,llama-3.1-70b,An HR manager handles payroll and internal communications.,A: 4420 | B: are should be is,A: 4420 | B: are should be is,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0014,exp9,arithmetic+linguistic,gemma-3-27b,An operations manager calculates load capacity and reviews reports.,A: 830 | B: metaphor,A: 830 | B: metaphor,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0015,exp9,arithmetic+linguistic,gemma-3-27b,An HR manager handles payroll and internal communications.,A: 4420 | B: are should be is,A: 4420 | B: are should be is,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0016,exp9,arithmetic+linguistic,llama-3.1-70b,A financial analyst computes quarterly figures and reviews documentation.,A: 43900 | B: adverb,A: 43900,,incorrect,low,partial component match; ai_simulated_rater
AUD600_EXP9_0017,exp9,arithmetic+linguistic,deepseek-r1,A financial analyst computes quarterly figures and reviews documentation.,A: 43900 | B: adverb,A: 43900,,incorrect,low,partial component match; ai_simulated_rater
AUD600_EXP9_0018,exp9,arithmetic+linguistic,gemma-3-27b,A project manager tracks budget and drafts memos.,A: 4500 | B: The report was submitted by the team.,A: 4500 | B: The report was submitted by the team.,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0019,exp9,arithmetic+linguistic,gemma-3-27b,A sales manager reviews revenue and drafts client communications.,A: 462.5 | B: B,A: 462.5 | B: B,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0020,exp9,arithmetic+linguistic,deepseek-r1,A project manager tracks budget and drafts memos.,A: 4500 | B: The report was submitted by the team.,A: 4500 | B: The report was submitted by the team.,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0021,exp9,arithmetic+linguistic,gpt-oss-120b,A sales manager reviews revenue and drafts client communications.,A: 462.5 | B: B,A: 462.5 | B: B,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0022,exp9,arithmetic+logical,phi-4,A production manager tracks output and quality rules.,A: 1397 | B: no,A: 1397 | B: no,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0023,exp9,arithmetic+logical,gemma-3-27b,An analyst handles numbers and rules.,A: 43900 | B: no,Escalate for verification before answering.,,incorrect,low,component mismatch; ai_simulated_rater
AUD600_EXP9_0024,exp9,arithmetic+logical,gemma-3-27b,A production manager tracks output and quality rules.,A: 1397 | B: no,A: 1397 | B: no,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0025,exp9,arithmetic+logical,phi-4,A compliance officer tracks budgets and policies.,A: 30000 | B: yes,A: 30000 | B: yes,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0026,exp9,arithmetic+logical,gpt-oss-120b,A compliance officer tracks budgets and policies.,A: 30000 | B: yes,A: 30000 | B: yes,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0027,exp9,arithmetic+logical,gemma-3-27b,An analyst handles numbers and rules.,A: 43900 | B: no,A: 43900,,ambiguous,medium,partial component match; ai_simulated_rater
AUD600_EXP9_0028,exp9,arithmetic+logical,llama-3.1-70b,A logistics manager plans delivery routes.,A: 725 | B: yes,A: 725 | B: yes,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0029,exp9,arithmetic+logical,gpt-oss-120b,An accountant reviews payroll.,A: 39600 | B: no,A: 39600 | B: no,,correct,high,both components matched; ai_simulated_rater
AUD600_EXP9_0030,exp9,arithmetic+logical,gemma-3-27b,An accountant reviews payroll.,A: 39600 | B: no,A: 39600,,ambiguous,medium,partial component match; ai_simulated_rater
AUD600_EXP9_0031,exp9,arithmetic+procedural,deepseek-r1,A nurse calculates infusion rates and follows administration protocol.,A: 125 | B: yes,A: 125 | B: yes,,correct,high,both components matched; ai_simulated_rater
