item_id,task_id,domain_pair,domain_a,domain_b,subcategory_a,subcategory_b,difficulty_a,difficulty_b,task_text,part1_text,part2_text,decision_options,decision_a,answer_a,decision_b,answer_b,participant_confidence,notes
HB_EXP9_0066,fixed_tem_ari_014_05,arithmetic+temporal,temporal,arithmetic,sequence_ordering,percentages_ratios,medium,medium,A project coordinator tracks time and resources.,Task A: 3 hr 45 min. Task B: 2 hr 30 min. Sequential total duration?,Team earns $85/hr. They worked 6 hours 15 minutes. Total labour cost?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,6 hours 15 minutes,PROCEED,531.25,high,
HB_EXP9_0067,fixed_tem_ari_014_00,arithmetic+temporal,temporal,arithmetic,sequence_ordering,percentages_ratios,medium,medium,A project coordinator tracks time and resources.,Task A: 3 hr 45 min. Task B: 2 hr 30 min. Sequential total duration?,Team earns $85/hr. They worked 6 hours 15 minutes. Total labour cost?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,6 hours 15 minutes,USE_TOOL,,medium,B:USE_TOOL
HB_EXP9_0068,fixed_ari_tem_001_01,arithmetic+temporal,arithmetic,temporal,addition_subtraction,sequence_ordering,medium,medium,A project manager tracks budget and deadlines.,"Budget $50,000. Spent $12,750 wk1 and $18,430 wk2. Remaining?","Project starts March 1, finish in 90 days. Deadline (month and day)?",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,18820,USE_TOOL,,medium,B:USE_TOOL
HB_EXP9_0069,fixed_tem_ari_014_01,arithmetic+temporal,temporal,arithmetic,calendar_date,multi_step_calculation,medium,medium,An event planner handles scheduling and budgets.,Event runs 10:30 AM to 4:15 PM. Duration in hours and minutes?,Venue $200/hr (partial hours billed as full). Cost for 5 hr 45 min event?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,5 hours 45 minutes,PROCEED,1200,high,
HB_EXP9_0070,fixed_ari_tem_001_03,arithmetic+temporal,arithmetic,temporal,percentages_ratios,rate_time,medium,medium,A retail manager monitors sales and store hours.,340 items at $12.99 + 85 items at $24.99. Total revenue?,"Store open 9 AM–9 PM. Employee works 10 AM–6 PM, 30-min lunch. Hours worked?",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,6543.75,PROCEED,7.5,high,
HB_EXP9_0071,fixed_tem_ari_014_07,arithmetic+temporal,temporal,arithmetic,rate_time,estimation,hard,easy,A hospital administrator tracks patient care.,"Patient admitted Monday 11 PM, discharged Thursday 2 PM. Full days admitted?",Room $850/day for full days. Patient's room charge?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,3,PROCEED,2550,high,
HB_EXP9_0072,fixed_ari_tem_001_05,arithmetic+temporal,arithmetic,temporal,estimation,duration_calculation,medium,medium,An office manager handles scheduling and payroll.,"Employee earns $28.50/hr, works 37.5 hrs this week. Gross earnings?","Meeting scheduled Tuesday 2:00 PM, postponed +2 days +3 hours. New day and time?",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,1068.75,PROCEED,Thursday at 5:00 PM,high,
HB_EXP9_0073,fixed_lin_fac_020_08,factual+linguistic,linguistic,factual,register_style,general_knowledge,hard,easy,A science journalist writes about biology and uses precise grammar.,Which sentence uses the subjunctive correctly? A) 'I suggest that he attends the meeting.'  B) 'I suggest that he attend the meeting.'  C) 'I suggested that he attended the meeting.'  D) 'I suggest he is attending.',How many bones are in the adult human body?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,USE_TOOL,,PROCEED,206,medium,A:USE_TOOL
HB_EXP9_0074,fixed_lin_fac_020_06,factual+linguistic,linguistic,factual,vocabulary_semantics,science_facts,hard,easy,A history writer edits documents and covers world events.,What grammatical term describes 'however' when it connects two independent clauses? A) Conjunction  B) Preposition  C) Conjunctive adverb  D) Interjection,In what year did the Second World War end?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,C,PROCEED,1945,high,
HB_EXP9_0075,fixed_lin_fac_020_03,factual+linguistic,linguistic,factual,register_style,general_knowledge,hard,easy,A science journalist writes about biology and uses precise grammar.,Which sentence uses the subjunctive correctly? A) 'I suggest that he attends the meeting.'  B) 'I suggest that he attend the meeting.'  C) 'I suggested that he attended the meeting.'  D) 'I suggest he is attending.',How many bones are in the adult human body?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,B,PROCEED,206,high,
HB_EXP9_0076,fixed_lin_fac_020_02,factual+linguistic,linguistic,factual,active_passive,culture_arts,medium,medium,A geography textbook editor reviews factual content and grammar.,The sentence 'Water was drank by the athlete' contains an error. What is it?,What is the capital of Australia?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,drank should be drunk,PROCEED,Canberra,high,
HB_EXP9_0077,fixed_lin_fac_020_07,factual+linguistic,linguistic,factual,active_passive,culture_arts,medium,medium,A geography textbook editor reviews factual content and grammar.,The sentence 'Water was drank by the athlete' contains an error. What is it?,What is the capital of Australia?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,drank should be drunk,PROCEED,Canberra,high,
HB_EXP9_0078,fixed_lin_fac_020_01,factual+linguistic,linguistic,factual,vocabulary_semantics,science_facts,hard,easy,A history writer edits documents and covers world events.,What grammatical term describes 'however' when it connects two independent clauses? A) Conjunction  B) Preposition  C) Conjunctive adverb  D) Interjection,In what year did the Second World War end?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,C,PROCEED,1945,high,
HB_EXP9_0079,fixed_lin_fac_020_04,factual+linguistic,linguistic,factual,inference_meaning,world_history,medium,easy,A cultural journalist writes about art and distinguishes word meanings.,What is an 'allusion'? A) A false belief  B) An indirect reference  C) A type of metaphor  D) A synonym,Who painted the Mona Lisa?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,B,PROCEED,Leonardo da Vinci,high,
HB_EXP9_0080,fixed_lin_fac_020_00,factual+linguistic,linguistic,factual,grammar_syntax,geography,medium,easy,A science communicator writes about discoveries and language conventions.,"What is the technical term for a word that sounds like the noise it describes (e.g., 'buzz', 'sizzle')?",What is the chemical formula for water?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,onomatopoeia,PROCEED,H2O,high,
HB_EXP9_0081,fixed_lin_fac_020_05,factual+linguistic,linguistic,factual,grammar_syntax,geography,medium,easy,A science communicator writes about discoveries and language conventions.,"What is the technical term for a word that sounds like the noise it describes (e.g., 'buzz', 'sizzle')?",What is the chemical formula for water?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,onomatopoeia,PROCEED,H2O,high,
HB_EXP9_0082,fixed_log_fac_024_06,factual+logical,logical,factual,boolean_logic,culture_arts,hard,easy,A history teacher applies logical analysis to historical facts.,Democracy requires free elections. Country X holds free elections. Does Country X necessarily have a democracy?,What year was the United Nations founded?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,not necessarily,PROCEED,1945,high,
HB_EXP9_0083,fixed_log_fac_024_08,factual+logical,logical,factual,constraint_satisfaction,world_history,hard,easy,A medical educator checks clinical reasoning and recalls pharmacology.,"Rule: if a patient has condition X, prescribe treatment Y. Patient does not have condition X. Does this rule mean treatment Y must not be prescribed?",What vitamin does the body produce when exposed to sunlight?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,no,PROCEED,Vitamin D,high,
HB_EXP9_0084,fixed_log_fac_024_01,factual+logical,logical,factual,boolean_logic,culture_arts,hard,easy,A history teacher applies logical analysis to historical facts.,Democracy requires free elections. Country X holds free elections. Does Country X necessarily have a democracy?,What year was the United Nations founded?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,not necessarily,PROCEED,1945,high,
HB_EXP9_0085,fixed_log_fac_024_03,factual+logical,logical,factual,constraint_satisfaction,world_history,hard,easy,A medical educator checks clinical reasoning and recalls pharmacology.,"Rule: if a patient has condition X, prescribe treatment Y. Patient does not have condition X. Does this rule mean treatment Y must not be prescribed?",What vitamin does the body produce when exposed to sunlight?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,no,PROCEED,Vitamin D,high,
HB_EXP9_0086,fixed_log_fac_024_02,factual+logical,logical,factual,pattern_inference,general_knowledge,medium,easy,A biology teacher evaluates scientific claims and recalls core facts.,All living organisms require water. Organism X requires no water. What follows?,What is the process by which plants make food using sunlight?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,organism X is not a living organism by that definition,PROCEED,photosynthesis,high,
HB_EXP9_0087,fixed_log_fac_024_04,factual+logical,logical,factual,syllogisms,geography,medium,easy,A philosophy teacher links logical structure to geometry.,"P: If a shape is a square, it is a rectangle. Q: This shape is NOT a rectangle. What can be concluded?",How many sides does a hexagon have?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,This shape is not a square,FLAG_FOR_REVIEW,,medium,B:FLAG_FOR_REVIEW
HB_EXP9_0088,fixed_log_fac_024_07,factual+logical,logical,factual,pattern_inference,general_knowledge,medium,easy,A biology teacher evaluates scientific claims and recalls core facts.,All living organisms require water. Organism X requires no water. What follows?,What is the process by which plants make food using sunlight?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,organism X is not a living organism by that definition,PROCEED,photosynthesis,high,
HB_EXP9_0089,fixed_log_fac_024_00,factual+logical,logical,factual,conditional_reasoning,science_facts,easy,easy,A science educator applies deductive reasoning and recalls biology facts.,All noble gases are chemically inert. Helium is a noble gas. Is helium chemically inert?,What is the most abundant gas in Earth's atmosphere?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,yes,PROCEED,nitrogen,high,
HB_EXP9_0090,fixed_log_fac_024_05,factual+logical,logical,factual,conditional_reasoning,science_facts,easy,easy,A science educator applies deductive reasoning and recalls biology facts.,All noble gases are chemically inert. Helium is a noble gas. Is helium chemically inert?,What is the most abundant gas in Earth's atmosphere?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,yes,PROCEED,nitrogen,high,
HB_EXP9_0091,fixed_fac_pro_030_03,factual+procedural,factual,procedural,culture_arts,error_detection,easy,medium,A chemistry teacher covers element symbols and chemical storage procedures.,What is the chemical symbol for sodium?,Chemical storage: (1) label container (2) check compatibility (3) store in designated area (4) log in inventory (5) lock cabinet. Technician stores chemical before logging inventory. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,Na,PROCEED,no,high,
HB_EXP9_0092,fixed_fac_pro_030_08,factual+procedural,factual,procedural,culture_arts,error_detection,easy,medium,A chemistry teacher covers element symbols and chemical storage procedures.,What is the chemical symbol for sodium?,Chemical storage: (1) label container (2) check compatibility (3) store in designated area (4) log in inventory (5) lock cabinet. Technician stores chemical before logging inventory. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,Na,PROCEED,no,high,
HB_EXP9_0093,fixed_fac_pro_030_07,factual+procedural,factual,procedural,science_facts,constraint_following,easy,medium,A biology teacher covers heart rate facts and experimental procedures.,What is the normal resting heart rate range for healthy adults (in bpm)?,Experiment protocol: (1) establish baseline heart rate (2) exercise 10 min (3) measure heart rate immediately (4) record results (5) repeat 3 times. Researcher measures heart rate before exercising. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,60 to 100,PROCEED,no,high,
HB_EXP9_0094,fixed_fac_pro_030_06,factual+procedural,factual,procedural,geography,dependency_ordering,easy,medium,A first-aid trainer covers emergency terminology and CPR protocol.,What does CPR stand for?,CPR procedure: (1) check scene safety (2) check responsiveness (3) call emergency services (4) begin chest compressions (5) use AED. Rescuer begins compressions before calling emergency services. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,cardiopulmonary resuscitation,PROCEED,no,high,
HB_EXP9_0095,fixed_fac_pro_030_01,factual+procedural,factual,procedural,geography,dependency_ordering,easy,medium,A first-aid trainer covers emergency terminology and CPR protocol.,What does CPR stand for?,CPR procedure: (1) check scene safety (2) check responsiveness (3) call emergency services (4) begin chest compressions (5) use AED. Rescuer begins compressions before calling emergency services. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,cardiopulmonary resuscitation,PROCEED,no,high,
HB_EXP9_0096,fixed_fac_pro_030_04,factual+procedural,factual,procedural,general_knowledge,step_sequencing,medium,easy,A physics teacher covers Newton's laws and lab safety procedures.,State Newton's First Law of Motion.,Lab procedure: (1) read instructions (2) gather equipment (3) safety check (4) perform experiment (5) clean up. Student performs experiment before safety check. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,"An object at rest stays at rest, and an object in motion stays in motion, unless acted upon by an external force.",PROCEED,no,high,
HB_EXP9_0097,fixed_fac_pro_030_02,factual+procedural,factual,procedural,science_facts,constraint_following,easy,medium,A biology teacher covers heart rate facts and experimental procedures.,What is the normal resting heart rate range for healthy adults (in bpm)?,Experiment protocol: (1) establish baseline heart rate (2) exercise 10 min (3) measure heart rate immediately (4) record results (5) repeat 3 times. Researcher measures heart rate before exercising. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,60 to 100,PROCEED,no,high,
HB_EXP9_0098,fixed_fac_pro_030_00,factual+procedural,factual,procedural,world_history,protocol_compliance,easy,easy,A chemistry teacher covers reaction facts and lab safety procedures.,What gas is produced when baking soda and vinegar react?,Lab safety procedure: (1) put on goggles (2) put on gloves (3) conduct experiment (4) clean up spills (5) dispose of chemicals. Student conducts experiment before wearing gloves. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,carbon dioxide,USE_TOOL,,medium,B:USE_TOOL
HB_EXP9_0099,fixed_fac_pro_030_05,factual+procedural,factual,procedural,world_history,protocol_compliance,easy,easy,A chemistry teacher covers reaction facts and lab safety procedures.,What gas is produced when baking soda and vinegar react?,Lab safety procedure: (1) put on goggles (2) put on gloves (3) conduct experiment (4) clean up spills (5) dispose of chemicals. Student conducts experiment before wearing gloves. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,carbon dioxide,PROCEED,no,high,
HB_EXP9_0100,fixed_fac_soc_029_07,factual+social,factual,social,culture_arts,pragmatic_implicature,easy,hard,A science communicator connects discoveries and public behaviour.,Which gas do plants primarily absorb during photosynthesis?,Researcher presents findings contradicting a popular belief. Audience becomes hostile. Phenomenon? A) Confirmation bias  B) Dunning-Kruger  C) Groupthink  D) Bystander effect,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,carbon dioxide,USE_TOOL,,medium,B:USE_TOOL
HB_EXP9_0101,fixed_fac_soc_029_02,factual+social,factual,social,culture_arts,pragmatic_implicature,easy,hard,A science communicator connects discoveries and public behaviour.,Which gas do plants primarily absorb during photosynthesis?,Researcher presents findings contradicting a popular belief. Audience becomes hostile. Phenomenon? A) Confirmation bias  B) Dunning-Kruger  C) Groupthink  D) Bystander effect,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,carbon dioxide,PROCEED,A,high,
HB_EXP9_0102,fixed_soc_fac_026_04,factual+social,social,factual,conflict_resolution,general_knowledge,medium,easy,A journalist covers social dynamics and history.,"A person gives a gift and the recipient opens it without comment. In most Western contexts, is this polite?",Who wrote 'Pride and Prejudice'?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,no,PROCEED,Jane Austen,high,
HB_EXP9_0103,fixed_fac_soc_029_08,factual+social,factual,social,general_knowledge,emotion_recognition,easy,medium,An educator teaches history and classroom dynamics.,Which empire built the Colosseum in Rome? A) Greek  B) Ottoman  C) Roman  D) Byzantine,"A student always answers first and loudly, even when wrong. Others stop raising hands. What norm is disrupted?",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,C,USE_TOOL,,medium,B:USE_TOOL
HB_EXP9_0104,fixed_fac_soc_029_00,factual+social,factual,social,geography,perspective_taking,easy,medium,A travel consultant advises clients on geography and customs.,Largest ocean on Earth? A) Atlantic  B) Indian  C) Pacific  D) Arctic,A tourist in Japan receives a business card. Culturally appropriate handling?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,C,PROCEED,Receive with both hands and examine it respectfully.,high,
HB_EXP9_0105,fixed_soc_fac_026_06,factual+social,social,factual,emotion_recognition,geography,medium,easy,An HR manager handles a conflict.,An employee keeps interrupting colleagues. When addressed says 'I was just adding ideas.' What social norm is violated?,Capital city of Australia? A) Sydney  B) Melbourne  C) Canberra  D) Brisbane,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,turn-taking or active listening norms,PROCEED,C,high,
HB_EXP9_0106,fixed_fac_soc_029_05,factual+social,factual,social,geography,perspective_taking,easy,medium,A travel consultant advises clients on geography and customs.,Largest ocean on Earth? A) Atlantic  B) Indian  C) Pacific  D) Arctic,A tourist in Japan receives a business card. Culturally appropriate handling?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,C,PROCEED,Receive with both hands and examine it respectfully.,high,
HB_EXP9_0107,fixed_soc_fac_026_01,factual+social,social,factual,emotion_recognition,geography,medium,easy,An HR manager handles a conflict.,An employee keeps interrupting colleagues. When addressed says 'I was just adding ideas.' What social norm is violated?,Capital city of Australia? A) Sydney  B) Melbourne  C) Canberra  D) Brisbane,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,USE_TOOL,,PROCEED,C,medium,A:USE_TOOL
HB_EXP9_0108,fixed_fac_soc_029_03,factual+social,factual,social,general_knowledge,emotion_recognition,easy,medium,An educator teaches history and classroom dynamics.,Which empire built the Colosseum in Rome? A) Greek  B) Ottoman  C) Roman  D) Byzantine,"A student always answers first and loudly, even when wrong. Others stop raising hands. What norm is disrupted?",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,C,PROCEED,equitable participation or turn-taking,high,
HB_EXP9_0109,fixed_fac_soc_029_01,factual+social,factual,social,science_facts,conflict_resolution,easy,easy,A corporate trainer covers company history and workplace norms.,In what decade was the internet made publicly available?,A manager takes credit for a team member's ideas. Member disengages. Most likely cause? A) Lazy  B) Feels undervalued  C) Prefers solo work  D) Different schedule,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,1990s,PROCEED,B,high,
HB_EXP9_0110,fixed_soc_fac_026_03,factual+social,social,factual,perspective_taking,culture_arts,easy,easy,A mediator resolves a dispute between colleagues.,Person A was promoted over B. B avoids A and gives short answers. Most likely reason? A) B is shy  B) B feels overlooked  C) B prefers solo work  D) Different work style,In what year did World War II end?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,B,PROCEED,1945,high,
HB_EXP9_0111,fixed_soc_fac_026_05,factual+social,social,factual,pragmatic_implicature,world_history,easy,easy,A team leader navigates a workplace situation.,A colleague shares a major achievement in a meeting. The leader says nothing and moves on. Colleague likely feels? A) Proud  B) Ignored  C) Relieved  D) Indifferent,What year was the Universal Declaration of Human Rights adopted?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,B,PROCEED,1948,high,
HB_EXP9_0112,fixed_spa_fac_012_02,factual+spatial,spatial,factual,2d_geometry,geography,hard,easy,A science teacher covers volumes and biology.,"Spherical cell model: radius 0.05m. Volume in m³ (V = 4/3πr³, π ≈ 3.14, to 6 decimal places)?",What is the basic unit of life?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,0.000524,PROCEED,cell,high,
HB_EXP9_0113,fixed_spa_fac_012_07,factual+spatial,spatial,factual,2d_geometry,geography,hard,easy,A science teacher covers volumes and biology.,"Spherical cell model: radius 0.05m. Volume in m³ (V = 4/3πr³, π ≈ 3.14, to 6 decimal places)?",What is the basic unit of life?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,0.000524,PROCEED,cell,high,
HB_EXP9_0114,fixed_spa_fac_012_04,factual+spatial,spatial,factual,grid_navigation,culture_arts,medium,easy,An oceanography teacher connects ocean dimensions to geography.,"Ocean trench: 11km deep, 80km wide at surface. If we model the cross-section as a triangle, approximate cross-sectional area in km²?",What is the name of the deepest point in the ocean?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,440,PROCEED,Mariana Trench,high,
HB_EXP9_0115,fixed_spa_fac_012_06,factual+spatial,spatial,factual,distance_bearing,world_history,easy,easy,An architect reviews historical building dimensions and facts.,A rectangular tower footprint: 45m × 30m. Floor area in m²?,In which city is the Eiffel Tower located?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,1350,PROCEED,Paris,high,
HB_EXP9_0116,fixed_spa_fac_012_01,factual+spatial,spatial,factual,distance_bearing,world_history,easy,easy,An architect reviews historical building dimensions and facts.,A rectangular tower footprint: 45m × 30m. Floor area in m²?,In which city is the Eiffel Tower located?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,1350,PROCEED,Paris,high,
HB_EXP9_0117,fixed_spa_fac_012_03,factual+spatial,spatial,factual,3d_geometry,science_facts,easy,easy,A physical education teacher covers court dimensions and sports facts.,Basketball court: 28m × 15m. Perimeter in metres?,How many players are on a standard basketball team on the court at one time?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,86,PROCEED,5,high,
HB_EXP9_0118,fixed_spa_fac_012_05,factual+spatial,spatial,factual,spatial_arrangement,general_knowledge,easy,easy,A geography teacher combines map reading with world knowledge.,Country A covers 9.6 million km². Country B covers 7.7 million km². Combined area in km²?,What is the largest country in the world by land area?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,17300000,PROCEED,Russia,high,
HB_EXP9_0119,fixed_spa_fac_012_00,factual+spatial,spatial,factual,spatial_arrangement,general_knowledge,easy,easy,A geography teacher combines map reading with world knowledge.,Country A covers 9.6 million km². Country B covers 7.7 million km². Combined area in km²?,What is the largest country in the world by land area?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,17300000,PROCEED,Russia,high,
HB_EXP9_0120,fixed_spa_fac_012_08,factual+spatial,spatial,factual,3d_geometry,science_facts,easy,easy,A physical education teacher covers court dimensions and sports facts.,Basketball court: 28m × 15m. Perimeter in metres?,How many players are on a standard basketball team on the court at one time?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,86,PROCEED,5,high,
HB_EXP9_0121,fixed_tem_fac_017_07,factual+temporal,temporal,factual,duration_calculation,geography,medium,easy,A geography teacher covers time zones and world facts.,"Flight departs London at 9:00 AM GMT, arrives New York at 11:30 AM local time (EST, UTC−5). Flight duration?",What is the longest river in the world?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,7.5 hours,PROCEED,Nile,high,
HB_EXP9_0122,fixed_tem_fac_017_02,factual+temporal,temporal,factual,duration_calculation,geography,medium,easy,A geography teacher covers time zones and world facts.,"Flight departs London at 9:00 AM GMT, arrives New York at 11:30 AM local time (EST, UTC−5). Flight duration?",What is the longest river in the world?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,7.5 hours,PROCEED,Nile,high,
HB_EXP9_0123,fixed_tem_fac_017_04,factual+temporal,temporal,factual,calendar_date,culture_arts,medium,easy,An astronomer tracks celestial cycles and recalls solar system facts.,Mars takes approximately 687 Earth days to orbit the Sun. How many Earth years is that? (to 1 decimal place),How many planets are in our solar system?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,1.9,PROCEED,8,high,
HB_EXP9_0124,fixed_tem_fac_017_05,factual+temporal,temporal,factual,rate_time,general_knowledge,easy,easy,A history teacher combines timeline calculations with factual recall.,World War I began in 1914 and ended in 1918. Duration in years?,Who was the first President of the United States?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,4,PROCEED,George Washington,high,
HB_EXP9_0125,fixed_tem_fac_017_00,factual+temporal,temporal,factual,rate_time,general_knowledge,easy,easy,A history teacher combines timeline calculations with factual recall.,World War I began in 1914 and ended in 1918. Duration in years?,Who was the first President of the United States?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,4,PROCEED,George Washington,high,
HB_EXP9_0126,fixed_tem_fac_017_06,factual+temporal,temporal,factual,scheduling,world_history,easy,easy,A science journalist covers space exploration milestones.,The International Space Station was first inhabited in November 2000. How many years had it been inhabited by November 2025?,What is the powerhouse of the cell?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,25,PROCEED,mitochondria,high,
HB_EXP9_0127,fixed_tem_fac_017_08,factual+temporal,temporal,factual,sequence_ordering,science_facts,easy,easy,A museum curator manages exhibition schedules and historical knowledge.,"Exhibition open 10:00 AM–6:00 PM, 5 days per week for 3 weeks. Total open hours?",In which country is the Louvre Museum located?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,120,PROCEED,France,high,
HB_EXP9_0128,fixed_tem_fac_017_03,factual+temporal,temporal,factual,sequence_ordering,science_facts,easy,easy,A museum curator manages exhibition schedules and historical knowledge.,"Exhibition open 10:00 AM–6:00 PM, 5 days per week for 3 weeks. Total open hours?",In which country is the Louvre Museum located?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,120,PROCEED,France,high,
HB_EXP9_0129,fixed_tem_fac_017_01,factual+temporal,temporal,factual,scheduling,world_history,easy,easy,A science journalist covers space exploration milestones.,The International Space Station was first inhabited in November 2000. How many years had it been inhabited by November 2025?,What is the powerhouse of the cell?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,25,PROCEED,mitochondria,high,
HB_EXP9_0130,fixed_log_lin_023_02,linguistic+logical,logical,linguistic,constraint_satisfaction,grammar_syntax,medium,medium,A contract manager checks compliance and drafts language.,"Clause: 'Payment due within 30 days OR extension granted.' Client unpaid 35 days, no extension. Clause violated?",Rewrite as active: 'The completion of the audit by the team occurred on Friday.',PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,yes,PROCEED,The team completed the audit on Friday.,high,
HB_EXP9_0131,fixed_log_lin_023_08,linguistic+logical,logical,linguistic,syllogisms,vocabulary_semantics,medium,medium,A software architect reviews logic and documentation.,"Function returns True if A AND (B OR C). A=True, B=False, C=True. Return value?",Antonym of 'deprecated'? A) Obsolete  B) Current  C) Supported  D) Removed,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,true,PROCEED,C,high,
HB_EXP9_0132,fixed_lin_log_019_06,linguistic+logical,linguistic,logical,active_passive,pattern_inference,medium,medium,A legal editor reviews briefs and arguments.,"Which word is incorrect? 'The team have completed their reports, but the results needs reviewing.'","If no contract is signed, no work begins. No work has begun. Conclusion? A) A contract was signed  B) No contract was signed  C) Nothing can be concluded",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,needs,PROCEED,B,high,
HB_EXP9_0133,fixed_log_lin_023_03,linguistic+logical,logical,linguistic,syllogisms,vocabulary_semantics,medium,medium,A software architect reviews logic and documentation.,"Function returns True if A AND (B OR C). A=True, B=False, C=True. Return value?",Antonym of 'deprecated'? A) Obsolete  B) Current  C) Supported  D) Removed,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,true,PROCEED,C,high,
HB_EXP9_0134,fixed_lin_log_019_01,linguistic+logical,linguistic,logical,active_passive,pattern_inference,medium,medium,A legal editor reviews briefs and arguments.,"Which word is incorrect? 'The team have completed their reports, but the results needs reviewing.'","If no contract is signed, no work begins. No work has begun. Conclusion? A) A contract was signed  B) No contract was signed  C) Nothing can be concluded",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,needs,PROCEED,B,high,
